YEAR, DOY, HOUR, YEAR_GMT, DOY_GMT, HOUR_GMT, Tair, Tair_f, RH, RH_f, Wind, Wind_f, Rainf, Rainf_f, PSurf, PSurf_f, PAR, PAR_f, LWdown, LWdown_f, SolarElevation
YEAR, DOY, HOUR, YEAR_GMT, DOY_GMT, HOUR_GMT, K, ---, %, ---, m/s, ---, kg/m2/s, ---, Pa, ---, umol/m2/s, ---, W/m2, ---, degree
2014,1,0.000000,2014,1,6.000000,241.459999,0,78.860001,0,0.179000,0,0.000000,0,97900.001526,0,0.000000,0,184.002502,0,-65.484924
2014,1,0.500000,2014,1,6.500000,242.810000,0,77.760002,0,0.553000,0,0.000000,0,97900.001526,0,0.000000,2,187.909698,0,-64.886520
2014,1,1.000000,2014,1,7.000000,242.900000,0,76.910004,0,0.439000,0,0.000000,0,97900.001526,0,0.000000,2,190.368103,0,-62.938969
2014,1,1.500000,2014,1,7.500000,242.330000,0,75.129997,0,0.231000,0,0.000000,0,97900.001526,0,0.000000,0,186.674896,0,-59.913342
2014,1,2.000000,2014,1,8.000000,239.949999,0,72.300003,0,0.111000,0,0.000000,0,97900.001526,0,0.000000,0,179.605301,0,-56.112953
2014,1,2.500000,2014,1,8.500000,238.330000,0,72.480003,0,0.114000,0,0.000000,0,97900.001526,0,0.000000,0,173.509399,0,-51.788620
2014,1,3.000000,2014,1,9.000000,237.519999,0,72.610001,0,0.146000,0,0.000000,0,98000.000000,0,0.000000,2,169.809494,0,-47.122910
2014,1,3.500000,2014,1,9.500000,237.050002,0,72.620003,0,0.112000,0,0.000000,0,98000.000000,0,0.000000,2,166.919403,0,-42.243805
2014,1,4.000000,2014,1,10.000000,236.760001,0,72.720001,0,0.184000,0,0.000000,0,98000.000000,0,0.000000,2,166.891296,0,-37.242146
2014,1,4.500000,2014,1,10.500000,237.130000,0,73.680000,0,0.179000,0,0.000000,0,98000.000000,0,0.000000,2,169.464005,0,-32.185188
2014,1,5.000000,2014,1,11.000000,237.530001,0,73.279999,0,0.140000,0,0.000000,0,97900.001526,0,0.000000,2,170.051407,0,-27.125793
2014,1,5.500000,2014,1,11.500000,236.960001,0,71.910004,0,0.149000,0,0.000000,0,98000.000000,0,0.000000,2,168.806793,0,-22.108505
2014,1,6.000000,2014,1,12.000000,236.859999,0,72.930000,0,0.136000,0,0.000000,0,98000.000000,0,0.000000,2,170.371307,0,-17.173592
2014,1,6.500000,2014,1,12.500000,237.830000,0,75.000000,0,0.144000,0,0.000000,0,98000.000000,0,0.000000,2,175.096298,0,-12.359854
2014,1,7.000000,2014,1,13.000000,239.080000,0,75.199997,0,0.222000,0,0.000000,0,98000.000000,0,0.000000,2,179.656097,0,-7.706644
2014,1,7.500000,2014,1,13.500000,240.159998,0,75.940002,0,0.314000,0,0.000000,0,98000.000000,0,6.788376,0,183.528702,0,-3.255358
2014,1,8.000000,2014,1,14.000000,241.209999,0,76.370003,0,0.505000,0,0.000000,0,98000.000000,0,17.273415,0,188.731400,0,0.949492
2014,1,8.500000,2014,1,14.500000,242.390000,0,77.029999,0,0.446000,0,0.000000,0,98099.998474,0,52.133518,0,193.923996,0,4.859649
2014,1,9.000000,2014,1,15.000000,243.699999,0,77.080002,0,0.315000,0,0.000000,0,98199.996948,0,94.090958,0,199.749695,0,8.423022
2014,1,9.500000,2014,1,15.500000,244.709999,0,76.440002,0,0.345000,0,0.000000,0,98199.996948,0,159.446915,0,203.733994,0,11.584336
2014,1,10.000000,2014,1,16.000000,245.550000,0,75.290001,0,0.345000,0,0.000000,0,98199.996948,0,155.125854,0,204.743393,0,14.286717
2014,1,10.500000,2014,1,16.500000,246.660000,0,72.370003,0,0.432000,0,0.000000,0,98199.996948,0,389.867126,0,203.372604,0,16.474396
2014,1,11.000000,2014,1,17.000000,247.830000,0,65.199997,0,0.635000,0,0.000000,0,98199.996948,0,534.622437,0,210.943604,0,18.096457
