YEAR, DOY, HOUR, YEAR_GMT, DOY_GMT, HOUR_GMT, Tair, Tair_f, RH, RH_f, Wind, Wind_f, Rainf, Rainf_f, PSurf, PSurf_f, PAR, PAR_f, LWdown, LWdown_f, SolarElevation
YEAR, DOY, HOUR, YEAR_GMT, DOY_GMT, HOUR_GMT, K, ---, %, ---, m/s, ---, kg/m2/s, ---, Pa, ---, umol/m2/s, ---, W/m2, ---, degree
2015,1,0.000000,2015,1,6.000000,262.470000,0,87.300003,0,0.370000,0,0.000000,0,95699.996948,0,0.000000,0,261.089600,0,-65.484924
2015,1,0.500000,2015,1,6.500000,262.510000,0,88.199997,0,0.346000,0,0.000000,0,95699.996948,0,0.000000,0,263.008392,0,-64.886520
2015,1,1.000000,2015,1,7.000000,262.730000,0,88.500000,0,0.387000,0,0.000000,0,95699.996948,0,0.000000,0,265.575806,0,-62.938969
2015,1,1.500000,2015,1,7.500000,262.810000,0,89.199997,0,0.382000,0,0.000000,0,95599.998474,0,0.000000,0,264.473389,0,-59.913342
2015,1,2.000000,2015,1,8.000000,262.850000,0,90.099998,0,0.275000,0,0.000000,0,95599.998474,0,0.000000,0,262.194214,0,-56.112953
2015,1,2.500000,2015,1,8.500000,263.340000,0,91.800003,0,0.357000,0,0.000000,0,95599.998474,0,0.000000,0,267.801208,0,-51.788620
2015,1,3.000000,2015,1,9.000000,264.200000,0,91.199997,0,0.463000,0,0.000000,0,95599.998474,0,0.000000,0,272.273407,0,-47.122910
2015,1,3.500000,2015,1,9.500000,264.790000,0,92.800003,0,0.589000,0,0.000141,0,95500.000000,0,0.000000,0,275.671204,0,-42.243805
2015,1,4.000000,2015,1,10.000000,265.180000,0,94.199997,0,0.461000,0,0.000141,0,95500.000000,0,0.000000,0,278.621887,0,-37.242146
2015,1,4.500000,2015,1,10.500000,265.502000,0,95.199997,0,0.520000,0,0.000000,0,95500.000000,0,0.000000,0,280.364105,0,-32.185188
2015,1,5.000000,2015,1,11.000000,265.665000,0,95.599998,0,0.568000,0,0.000000,0,95500.000000,0,0.000000,0,280.886902,0,-27.125793
2015,1,5.500000,2015,1,11.500000,265.769000,0,95.400002,0,0.363000,0,0.000000,0,95500.000000,0,0.000000,0,280.890106,0,-22.108505
2015,1,6.000000,2015,1,12.000000,265.825000,0,95.800003,0,0.400000,0,0.000000,0,95599.998474,0,0.000000,0,280.886902,0,-17.173592
2015,1,6.500000,2015,1,12.500000,265.999000,0,95.800003,0,0.497000,0,0.000000,0,95599.998474,0,0.000000,0,280.989014,0,-12.359854
2015,1,7.000000,2015,1,13.000000,266.041000,0,95.000000,0,0.445000,0,0.000000,0,95599.998474,0,0.000000,0,281.056793,0,-7.706644
2015,1,7.500000,2015,1,13.500000,266.224000,0,92.599998,0,0.755000,0,0.000000,0,95599.998474,0,0.000000,0,281.508911,0,-3.255358
2015,1,8.000000,2015,1,14.000000,265.545000,0,80.199997,0,1.009000,0,0.000000,0,95699.996948,0,8.210719,0,280.972809,0,0.949492
2015,1,8.500000,2015,1,14.500000,264.910000,0,72.129997,0,0.946000,0,0.000000,0,95800.003052,0,30.540573,0,277.944702,0,4.859649
2015,1,9.000000,2015,1,15.000000,264.860000,0,69.169998,0,0.798000,0,0.000000,0,95800.003052,0,50.912430,0,277.892212,0,8.423022
2015,1,9.500000,2015,1,15.500000,264.190000,0,56.270000,0,0.925000,0,0.000000,0,95900.001526,0,85.068291,0,277.302094,0,11.584336
2015,1,10.000000,2015,1,16.000000,263.730000,0,47.099998,0,1.191000,0,0.000000,0,96000.000000,0,130.035583,0,276.289703,0,14.286717
2015,1,10.500000,2015,1,16.500000,263.760000,0,39.430000,0,1.254000,0,0.000000,0,96099.998474,0,218.753601,0,273.916107,0,16.474396
2015,1,11.000000,2015,1,17.000000,264.110000,0,33.139999,0,1.285000,0,0.000000,0,96099.998474,0,299.552399,0,271.078491,0,18.096457
2015,1,11.500000,2015,1,17.500000,264.350000,0,32.310001,0,1.396000,0,0.000000,0,96099.998474,0,313.324921,0,271.164398,0,19.111301
2015,1,12.000000,2015,1,18.000000,264.210000,0,29.410000,0,1.111000,0,0.000000,0,96099.998474,0,315.849884,0,275.387604,0,19.491047
2015,1,12.500000,2015,1,18.500000,264.600000,0,29.200001,0,0.898000,0,0.000000,0,96099.998474,0,368.070709,0,274.691589,0,19.224861
2015,1,13.000000,2015,1,19.000000,264.360000,0,29.709999,0,1.164000,0,0.000000,0,96199.996948,0,472.971436,0,276.159393,0,18.320360
2015,1,13.500000,2015,1,19.500000,264.440000,0,28.469999,0,1.012000,0,0.000000,0,96199.996948,0,403.075867,0,274.119202,0,16.802620
2015,1,14.000000,2015,1,20.000000,263.610000,0,28.240000,0,1.159000,0,0.000000,0,96300.003052,0,302.077362,0,269.022614,0,14.711124
2015,1,14.500000,2015,1,20.500000,263.060000,0,27.309999,0,0.878000,0,0.000000,0,96300.003052,0,138.528625,0,264.337311,0,12.095480
2015,1,15.000000,2015,1,21.000000,262.130000,0,28.809999,0,1.059000,0,0.000000,0,96400.001526,0,74.233902,0,261.153595,0,9.010902
2015,1,15.500000,2015,1,21.500000,261.460000,0,32.619999,0,0.649000,0,0.000000,0,96500.000000,0,52.897968,0,257.048492,0,5.514295
2015,1,16.000000,2015,1,22.000000,260.640000,0,36.849998,0,0.644000,0,0.000000,0,96500.000000,0,26.294043,0,252.982193,0,1.661364
2015,1,16.500000,2015,1,22.500000,259.580000,0,40.610001,0,0.477000,0,0.000000,0,96599.998474,0,0.657638,0,247.816605,0,-2.495170
2015,1,17.000000,2015,1,23.000000,258.510000,0,44.380001,0,0.359000,0,0.000000,0,96699.996948,0,0.000000,0,243.316299,0,-6.906361
2015,1,17.500000,2015,1,23.500000,256.709999,0,52.619999,0,0.338000,0,0.000000,0,96699.996948,0,0.000000,0,237.466995,0,-11.527069
2015,1,18.000000,2015,2,0.000000,255.630000,0,57.669998,0,0.357000,0,0.000000,0,96699.996948,0,0.000000,0,232.719406,0,-16.315416
