YEAR, DOY, HOUR, YEAR_GMT, DOY_GMT, HOUR_GMT, Tair, Tair_f, RH, RH_f, Wind, Wind_f, Rainf, Rainf_f, PSurf, PSurf_f, PAR, PAR_f, LWdown, LWdown_f, SolarElevation
YEAR, DOY, HOUR, YEAR_GMT, DOY_GMT, HOUR_GMT, K, ---, %, ---, m/s, ---, kg/m2/s, ---, Pa, ---, umol/m2/s, ---, W/m2, ---, degree
2012,1,0.000000,2012,1,6.000000,270.844000,0,87.400002,0,0.835000,0,0.000000,0,95800.003052,0,0.000000,0,305.135193,0,-65.484924
2012,1,0.500000,2012,1,6.500000,270.471000,0,84.500000,0,1.258000,0,0.000000,0,95800.003052,0,0.000000,0,303.403198,0,-64.886520
2012,1,1.000000,2012,1,7.000000,270.214000,0,82.099998,0,1.314000,0,0.000000,0,95800.003052,0,0.000000,0,301.769714,0,-62.938969
2012,1,1.500000,2012,1,7.500000,269.993000,0,79.959999,0,1.193000,0,0.000000,0,95800.003052,0,0.000000,0,300.667786,0,-59.913342
2012,1,2.000000,2012,1,8.000000,269.979000,0,78.250000,0,1.185000,0,0.000000,0,95900.001526,0,0.000000,0,299.942810,0,-56.112953
2012,1,2.500000,2012,1,8.500000,269.993000,0,78.099998,0,0.995000,0,0.000000,0,95900.001526,0,0.000000,0,299.774689,0,-51.788620
2012,1,3.000000,2012,1,9.000000,269.813000,0,81.599998,0,0.949000,0,0.000000,0,95900.001526,0,0.000000,0,299.291107,0,-47.122910
2012,1,3.500000,2012,1,9.500000,269.618000,0,83.599998,0,0.970000,0,0.000000,0,95900.001526,0,0.000000,0,298.388489,0,-42.243805
2012,1,4.000000,2012,1,10.000000,269.548000,0,84.099998,0,0.971000,0,0.000000,0,95900.001526,0,0.000000,0,297.844391,0,-37.242146
2012,1,4.500000,2012,1,10.500000,269.538000,0,84.000000,0,0.809000,0,0.000000,0,95900.001526,0,0.000000,0,297.835907,0,-32.185188
2012,1,5.000000,2012,1,11.000000,269.604000,0,83.099998,0,0.859000,0,0.000000,0,95900.001526,0,0.000000,0,297.841614,0,-27.125793
2012,1,5.500000,2012,1,11.500000,269.583000,0,84.000000,0,0.910000,0,0.000000,0,95900.001526,0,0.000000,0,297.867493,0,-22.108505
2012,1,6.000000,2012,1,12.000000,269.514000,0,85.400002,0,0.941000,0,0.000000,0,95900.001526,0,0.000000,0,297.825806,0,-17.173592
2012,1,6.500000,2012,1,12.500000,269.594000,0,84.400002,0,1.220000,0,0.000000,0,95900.001526,0,0.000000,0,297.847198,0,-12.359854
2012,1,7.000000,2012,1,13.000000,269.602000,0,84.599998,0,1.076000,0,0.000000,0,95900.001526,0,0.000000,0,297.831512,0,-7.706644
2012,1,7.500000,2012,1,13.500000,269.429000,0,87.800003,0,1.246000,0,0.000000,0,95900.001526,0,1.259392,0,297.904602,0,-3.255358
2012,1,8.000000,2012,1,14.000000,269.274000,0,88.500000,0,1.378000,0,0.000141,0,96000.000000,0,10.328586,0,297.835907,0,0.949492
2012,1,8.500000,2012,1,14.500000,269.212000,0,83.900002,0,1.360000,0,0.000000,0,96000.000000,0,28.226982,0,297.647095,0,4.859649
2012,1,9.000000,2012,1,15.000000,268.961000,0,78.879997,0,1.363000,0,0.000000,0,96000.000000,0,51.407425,0,296.677185,0,8.423022
2012,1,9.500000,2012,1,15.500000,268.383000,0,87.500000,0,1.221000,0,0.000000,0,96099.998474,0,59.728607,0,295.881104,0,11.584336
2012,1,10.000000,2012,1,16.000000,268.020000,0,84.400002,0,1.287000,0,0.000000,0,96099.998474,0,82.157677,0,294.418915,0,14.286717
2012,1,10.500000,2012,1,16.500000,268.080000,0,78.459999,0,1.608000,0,0.000141,0,96199.996948,0,106.089493,0,293.711700,0,16.474396
2012,1,11.000000,2012,1,17.000000,268.199000,0,77.860001,0,1.059000,0,0.000000,0,96199.996948,0,152.181229,0,294.298401,0,18.096457
2012,1,11.500000,2012,1,17.500000,267.985000,0,78.309998,0,1.121000,0,0.000000,0,96300.003052,0,166.311539,0,294.168488,0,19.111301
